Ref_ID,JV_default_Voc,JV_default_Jsc,JV_default_PCE,JV_default_FF
8088,1.046,22.9,17.6,0.735
8089,1.027,22.3,15.8,0.691
8166,0.81,18.0,9.7,0.6629999999999999
8167,0.8,19.5,8.5,0.596
8168,0.68,19.1,7.0,0.5329999999999999
8178,0.85,2.46,2.1,1.01
8179,0.95,11.42,8.39,0.77
8180,1.0,16.63,11.7,0.7
8181,1.05,19.34,13.41,0.66
8182,1.05,19.3,13.28,0.66
8198,1.05,20.68,13.24,0.61
8200,0.92,19.19,10.06,0.57
8201,0.91,18.31,8.16,0.49
8254,0.99,19.4,11.8,0.61
8330,1.07,22.88,14.2,0.58
8331,1.05,22.92,16.3,0.6579999999999999
8332,1.1,23.03,17.1,0.6729999999999999
8454,0.91,15.9,4.95,0.341
8514,0.77,7.8,3.7,0.59
8755,0.948,20.62,14.02,0.7170000000000001
8756,1.02,22.4,16.91,0.74
8757,1.04,19.01,13.84,0.7
8766,0.9,12.1,7.2,0.64
8767,0.93,13.0,8.1,0.67
8768,0.94,14.2,9.0,0.69
8769,0.95,15.0,9.7,0.7
8770,0.92,13.2,8.4,0.68
8771,0.93,12.6,8.0,0.68
8772,0.92,13.4,9.0,0.72
8773,0.94,14.8,9.7,0.7
8819,1.09,18.77,14.38,0.7
8831,0.95,20.4,12.55,0.648
8832,0.98,22.4,14.94,0.682
8849,1.017,14.75,10.16,0.68
8850,1.023,17.49,13.18,0.73
8852,1.014,19.04,14.01,0.73
8853,1.048,15.39,11.03,0.68
8854,0.978,9.01,5.56,0.63
8969,0.85,6.23,2.45,0.455
8970,1.09,13.56,9.2,0.624
9062,0.81,3.2,0.7,0.27
9066,0.97,16.5,7.3,0.46
9080,1.06,22.48,15.17,0.64
9090,0.9,14.67,6.29,0.497
9093,1.01,16.36,9.87,0.595
9094,1.01,16.68,10.86,0.648
9097,1.05,20.92,14.32,0.65
9098,1.07,21.85,17.31,0.742
9099,1.08,22.47,18.03,0.74
9100,1.08,21.5,16.93,0.73
9101,1.07,21.11,16.42,0.728
9106,1.06,22.67,18.7,0.78
9107,1.08,21.58,17.7,0.76
9108,0.98,22.3,16.2,0.74
9110,1.06,22.5,17.2,0.72
9111,1.04,22.5,17.3,0.74
9112,1.07,23.2,19.1,0.77
9113,1.07,23.7,19.8,0.78
9114,1.09,22.9,19.0,0.76
9115,1.06,22.3,18.2,0.77
9224,1.1,20.7,16.4,0.72
9225,1.08,20.2,15.6,0.73
9289,1.05,20.8,14.6,0.69
9291,1.05,20.8,14.6,0.69
9294,,,13.8,
9785,1.14,22.2,19.5,0.77
9786,1.08,21.5,17.2,0.74
9787,1.12,22.2,18.9,0.76
9868,0.94,19.53,12.9,0.7
9870,0.96,14.41,5.11,0.56
9916,1.09,23.67,17.7,0.6859999999999999
9919,1.06,23.72,16.3,0.648
9920,1.03,23.6,14.7,0.605
9955,1.111,22.46,18.51,0.742
9956,1.138,21.36,18.08,0.7440000000000001
10238,1.06,21.07,16.66,0.747
10239,1.06,20.96,16.12,0.716
10243,1.09,21.15,16.96,0.738
10248,1.09,21.15,16.96,0.738
10598,0.884,22.64,12.83,0.6409999999999999
10599,0.861,22.55,11.82,0.61
10600,1.01,23.65,16.77,0.7020000000000001
10601,1.0,23.38,15.2,0.65
10602,1.0,22.41,14.57,0.65
10603,0.86,21.44,9.59,0.52
10627,0.87,15.53,5.95,0.43
10628,0.94,15.9,9.48,0.634
10667,1.1,22.6,18.9,0.76
10785,1.01,18.7,8.9,0.47
11012,1.05,21.2,16.3,0.73
11106,,,13.0,
11141,1.05,20.5,14.1,0.65
11142,1.08,20.6,13.6,0.65
11143,1.05,20.3,12.0,0.56
11144,0.91,19.5,6.5,0.41
11226,1.05,19.0,13.2,0.64
11236,1.05,18.9,13.7,0.69
11257,1.04,20.66,13.54,0.63
11258,1.04,21.41,15.39,0.69
11260,1.04,21.36,14.32,0.63
11270,0.89,12.7,5.97,0.53
11271,0.94,13.7,7.56,0.59
11272,0.97,15.5,7.82,0.52
11273,0.99,15.5,9.97,0.65
11274,1.0,17.6,12.32,0.7
11275,0.94,13.4,6.05,0.48
11313,0.95,22.49,14.23,0.68
11397,1.092,14.085,11.96,0.78
11398,1.015,16.598,12.91,0.77
11399,1.036,19.154,13.27,0.67
11400,1.034,21.284,15.24,0.69
11730,0.94,17.97,12.13,0.71
11733,0.94,17.97,12.13,0.71
11737,0.93,18.0,11.72,0.7
11738,0.9,18.26,11.5,0.7
11740,0.94,18.52,12.58,0.71
11741,0.93,18.78,11.91,0.68
11765,0.986,20.97,12.0,0.58
11766,1.035,22.55,17.2,0.76
11772,1.05,22.01,16.85,0.75
11773,1.1,22.42,18.69,0.76
11802,1.06,21.3,15.0,0.665
11804,1.05,21.0,13.7,0.621
11805,1.01,19.5,10.7,0.5429999999999999
11981,0.95,15.83,6.96,0.4629999999999999
11982,0.94,14.4,6.3,0.426
12000,0.99,21.42,11.4,0.536
12001,0.99,16.66,7.79,0.4679999999999999
12002,0.98,15.96,6.55,0.417
12032,0.9,17.6,8.29,0.52
12054,1.03,15.7,11.1,0.688
12055,1.04,15.3,10.9,0.6829999999999999
12056,1.06,14.5,10.9,0.7090000000000001
12079,1.06,18.7,10.0,0.76
12454,0.417,8.9,1.02,0.271
12455,0.747,11.43,2.09,0.238
12501,1.044,12.3,9.0,0.701
12639,0.64,10.6,3.9,0.54
12640,0.64,9.1,4.2,0.54
12818,0.88,21.8,8.1,0.418
12820,1.016,22.35,15.4,0.68
12912,0.98,20.97,14.59,0.71
13147,1.07,17.85,9.17,0.48
13148,1.06,16.31,7.41,0.425
13198,0.6579999999999999,12.81,3.14,0.381
13200,0.67,17.56,4.92,0.416
13201,0.782,18.17,4.74,0.3329999999999999
13204,0.71,14.8,5.26,0.501
13246,1.07,18.94,13.23,0.65
13312,0.83,12.23,5.2,0.51
13411,1.032,19.8,12.0,0.73
13413,1.036,20.4,15.8,0.77
13414,0.999,20.0,15.3,0.76
13456,1.055,19.2,15.99,0.789
13457,1.02,18.8,13.6,0.68
13460,1.107,20.56,17.56,0.7709999999999999
13461,1.07,19.5,15.7,0.72
13462,1.019,19.37,15.22,0.777
13464,1.079,14.52,12.23,0.7809999999999999
13480,,22.0,,
13481,,24.6,,
13500,1.08,21.1,16.38,0.72
13501,,,15.0,
13917,1.02,18.603,4.05,0.38
13919,1.0659999999999998,21.113000000000003,15.55,0.698
14030,1.03,22.0,17.24,0.7609999999999999
14038,1.03,22.0,17.24,0.7609999999999999
14092,0.92,21.1,14.3,0.74
14093,0.9,21.2,13.7,0.72
14102,0.75,22.0,5.3,0.32
14156,0.958,20.6,14.1,0.71
14208,0.949,22.1,15.0,0.72
14298,1.07,18.15,14.6,0.75
14299,1.09,21.5,18.5,0.79
14979,0.8170000000000001,10.03,1.83,0.218
14980,0.86,25.62,9.97,0.452
14981,0.957,26.71,11.47,0.4429999999999999
15048,0.986,19.22,11.83,0.687
15051,0.933,19.12,13.12,0.691
15052,0.991,19.19,13.08,0.688
15053,0.991,19.11,13.01,0.6809999999999999
15054,0.986,19.22,12.65,0.687
15060,0.98,20.62,13.1,0.65
15097,0.82,10.1,3.9,0.471
15101,,,2.44,
15102,,,13.96,
15110,,,16.0,
15112,,,,
15114,,,,
15178,1.02,20.87,12.82,0.601
15180,1.05,22.81,15.59,0.6509999999999999
15183,1.04,19.94,12.24,0.59
15184,1.07,20.6,13.97,0.63
15185,1.07,21.42,14.87,0.65
15186,1.07,20.62,13.66,0.62
15187,1.07,20.17,13.13,0.61
15188,1.02,20.01,12.37,0.61
15189,1.01,21.51,13.05,0.6
15190,1.04,20.78,13.22,0.61
15191,1.06,21.26,14.95,0.66
15192,1.06,20.01,14.05,0.65
15195,1.03,21.98,14.56,0.64
15196,1.06,22.04,15.55,0.66
15614,,,,
15616,1.0,22.6,13.8,0.64
15837,0.71,8.1,3.5,0.61
15838,,,7.6,
15839,,,6.4,
15840,,,5.3,
15841,,,3.8,
15842,0.88,10.1,7.0,0.68
15845,0.72,9.7,2.9,0.47
15847,,,11.4,
15848,,,7.8,
15849,,,8.1,
15850,,,5.5,
15851,,,4.3,
16106,1.02,22.6,17.3,0.75
16107,1.02,20.0,15.3,0.75
16108,1.02,21.8,16.04,0.7190000000000001
16109,0.99,20.9,14.28,0.693
16140,1.03,22.1,15.77,0.69
16141,1.03,24.05,18.01,0.73
16143,1.02,24.06,17.26,0.7
16144,1.02,24.06,17.26,0.7
16145,1.03,24.05,18.08,0.73
16146,1.05,20.89,15.82,0.72
16147,1.02,23.65,17.35,0.72
16148,1.03,24.04,18.06,0.73
16355,1.0,16.5,9.0,0.55
16356,1.0,16.5,9.0,0.55
16358,0.65,16.0,5.0,0.5
16359,0.6,8.0,2.0,0.4
16360,0.2,0.0,0.0,0.25
16382,1.08,22.45,17.46,0.72
16383,1.09,22.62,18.52,0.75
16384,1.09,23.57,20.12,0.782
16399,1.01,19.19,13.95,0.72
16400,1.04,19.33,14.07,0.7
16401,1.03,19.81,14.28,0.7
16402,1.08,19.37,14.64,0.7
16403,1.03,16.35,10.95,0.65
16404,1.02,19.88,15.41,0.76
16487,0.95,17.5,8.5,0.51
16540,1.05,21.45,16.17,0.71
16629,0.898,20.7,11.6,0.63
16630,0.912,20.9,12.3,0.64
16631,0.913,20.5,12.1,0.64
16648,1.1,23.6,16.1,0.62
16649,1.11,20.0,13.0,0.59
16653,1.069,21.96,17.09,0.728
16654,1.02,20.88,14.01,0.65
16755,1.04,20.2,14.1,0.66
16756,1.03,17.2,10.7,0.6
16762,0.93,16.86,10.24,0.65
16763,0.81,13.04,5.98,0.57
16778,,,12.6,
16779,,,14.7,
16861,1.08,20.43,15.51,0.7
16893,1.08,21.79,17.61,0.74
17142,1.07,22.49,14.7,0.61
17143,0.92,15.1,9.1,0.65
17144,0.94,16.3,10.2,0.67
17145,0.94,16.2,9.7,0.64
17255,1.006,20.8,13.4,0.638
17256,1.026,21.9,15.5,0.6890000000000001
17257,1.036,22.7,16.8,0.716
17258,1.026,21.4,15.0,0.684
17259,0.998,10.4,12.7,0.625
17766,0.96,10.8,4.4,0.43
17767,0.84,13.8,5.7,0.49
17768,1.0,18.4,11.3,0.56
17769,0.94,9.8,5.1,0.56
17771,1.02,19.3,12.8,0.65
17772,1.04,21.77,14.53,0.644
17869,0.69,15.25,5.12,0.366
17871,0.88,19.77,8.8,0.501
17873,0.98,20.3,13.95,0.701
17874,0.97,20.91,14.2,0.701
17875,1.08,22.33,17.15,0.742
17885,1.099,20.5,13.3,0.64
17886,0.94,22.96,11.85,0.537
17887,1.02,23.57,17.54,0.6890000000000001
17888,1.04,21.06,17.69,0.746
18010,1.05,10.75,6.37,0.562
18011,1.01,12.85,8.64,0.6659999999999999
18013,1.1,18.0,13.8,0.7
18064,0.74,14.48,6.15,0.57
18066,1.0,22.27,16.3,0.72
18067,0.98,21.88,15.37,0.69
18069,0.98,20.91,14.14,0.69
18070,0.98,20.77,13.84,0.68
18113,0.924,19.8,12.1,0.6629999999999999
18131,1.11,21.38,18.33,0.77
18133,0.89,16.3,10.4,0.72
18135,0.91,18.33,11.24,0.67
18136,0.89,18.73,10.23,0.61
18137,0.81,19.9,9.58,0.59
18164,0.89,19.9,9.5,0.54
18166,0.89,16.1,5.7,0.36
18171,1.0,21.1,14.8,0.7
18173,1.04,21.7,16.8,0.75
18174,1.0,21.3,15.7,0.73
18175,0.825,12.5,2.68,0.26
18176,0.892,20.06,9.84,0.55
18177,0.895,20.1,10.3,0.57
18178,0.92,20.09,11.1,0.6
18179,0.952,21.0,12.2,0.61
18192,0.95,15.9,9.2,0.61
18233,1.02,18.24,14.3,0.75
18235,0.99,19.29,14.4,0.74
18360,0.925,12.78,7.16,0.61
18362,0.7,7.5,2.3,0.45
18363,0.75,8.4,2.8,0.44
18364,0.82,9.3,3.4,0.44
18365,0.83,9.9,4.0,0.48
18367,0.81,6.8,2.3,0.41
18368,0.8370000000000001,9.94,3.98,0.481
18425,0.841,4.4,1.5,0.39
18456,0.71,13.2,4.2,0.45
18457,0.97,17.9,12.2,0.7
18459,0.89,13.1,7.8,0.59
18547,1.0,16.4,16.3,0.71
18548,1.05,17.8,18.1,0.69
18591,0.99,22.13,15.6,0.7120000000000001
18592,1.02,22.76,17.41,0.747
18855,1.06,21.7,15.6,0.68
18897,0.855,17.0,7.3,0.5
18973,0.985,21.68,14.46,0.677
18974,0.994,21.91,15.7,0.721
18975,0.99,21.75,15.37,0.7140000000000001
19092,1.0,15.29,9.2,0.6
19094,1.064,15.7,10.8,0.64
19198,1.0,17.9,10.8,0.62
19200,1.0,20.84,12.1,0.6
19202,1.03,15.75,10.2,0.629
19244,1.061,20.96,15.6,0.7040000000000001
19291,1.09,21.29,17.2,0.741
19344,1.09,14.4,10.9,0.65
19345,1.11,14.6,11.9,0.68
19346,0.98,14.4,8.1,0.4
19348,1.07,17.3,13.6,0.66
19349,1.09,18.0,14.4,0.69
19455,1.07,13.0,10.9,0.784
19467,1.06,20.97,15.56,0.7
19468,1.1,21.16,18.16,0.78
19469,1.12,20.73,18.57,0.8
19470,1.1,20.88,17.81,0.78
19498,1.04,22.42,17.27,0.7390000000000001
19499,1.04,22.35,16.55,0.713
19552,1.03,21.3,15.2,0.69
19594,1.01,21.11,13.69,0.642
19595,1.04,22.12,16.3,0.7090000000000001
19596,1.01,21.3,13.17,0.612
19598,1.0,19.91,10.59,0.532
19615,1.03,20.8,16.6,0.7759999999999999
19616,1.03,21.4,16.5,0.748
19820,1.03,19.28,13.9,0.7
19828,0.96,10.6,4.5,0.43
19829,0.94,10.5,4.3,0.44
19830,0.72,9.1,2.4,0.37
19831,0.96,10.8,4.4,0.43
19832,0.86,9.8,3.8,0.45
19833,0.84,13.8,5.7,0.49
19834,0.89,12.8,5.3,0.47
19835,1.0,18.4,11.3,0.56
19836,0.99,17.5,10.7,0.62
19838,0.94,9.8,5.1,0.56
19839,0.89,11.9,4.8,0.46
19840,0.88,13.3,5.2,0.44
19841,0.86,12.1,4.9,0.47
19842,1.02,19.3,12.8,0.65
19843,1.0,19.1,12.2,0.63
19858,0.985,14.54,8.62,0.602
19861,0.885,14.56,7.01,0.547
19890,1.044,22.59,15.95,0.6759999999999999
19913,0.55,15.9,4.05,0.45
19917,0.97,19.53,11.7,0.6
19918,0.82,18.34,7.94,0.52
19920,0.97,22.1,14.3,0.5760000000000001
19921,0.985,22.33,14.64,0.652
19928,0.95,20.36,11.89,0.601
19929,1.0,21.56,13.45,0.622
20126,0.974,19.3,12.25,0.65
20127,1.001,19.03,13.64,0.72
20128,1.024,19.35,15.06,0.76
20129,1.011,19.54,13.1,0.66
20131,1.02,19.32,12.79,0.65
20133,1.0,18.84,12.37,0.65
20135,0.998,19.21,12.16,0.63
20137,0.997,18.81,11.37,0.61
20347,1.06,23.6,18.5,0.74
20371,0.94,16.9,4.9,0.3
20448,1.02,20.4,13.5,0.66
20456,1.074,19.63,13.8,0.67
20457,1.088,20.34,16.66,0.6709999999999999
20458,1.088,20.56,16.82,0.685
20459,1.092,21.68,17.5,0.685
20460,1.098,22.26,17.9,0.715
20461,1.06,21.62,17.04,0.68
20463,1.039,19.71,13.38,0.609
20464,1.074,19.63,14.02,0.67
20465,1.088,20.34,14.66,0.6709999999999999
20466,1.088,20.56,15.27,0.685
20467,1.092,21.68,16.11,0.685
20468,1.098,22.26,17.4,0.715
20469,1.06,21.62,15.55,0.68
20470,1.056,20.4,13.86,0.6459999999999999
20471,1.039,19.71,12.34,0.609
20472,1.072,20.1,15.57,0.679
20473,1.074,20.72,16.15,0.634
20475,1.078,20.15,15.8,0.6729999999999999
20478,1.078,20.44,15.96,0.6709999999999999
20479,1.074,20.34,15.32,0.6779999999999999
20482,1.074,20.08,15.1,0.674
20483,1.072,19.83,15.25,0.688
20484,1.077,20.17,15.92,0.685
20485,1.078,19.9,15.69,0.6829999999999999
20507,0.95,19.4,12.1,0.65
20510,1.05,19.6,15.1,0.72
20511,1.03,19.6,14.7,0.72
20512,1.06,20.2,15.4,0.71
20513,1.03,18.2,13.0,0.69
20516,1.04,18.5,13.5,0.7
20726,1.105,22.03,18.57,0.763
20728,1.105,21.42,18.08,0.764
20729,1.105,21.67,18.27,0.763
20730,1.105,20.73,17.55,0.7659999999999999
20787,0.95,19.2,11.8,0.65
20829,0.924,16.4,9.4,0.62
20830,0.913,18.7,9.9,0.58
20831,0.71,14.7,5.6,0.54
20850,0.973,19.7,12.9,0.6709999999999999
20870,1.093,23.75,19.69,0.773
20871,1.079,21.9,16.76,0.7090000000000001
20872,1.093,23.41,19.4,0.758
20873,1.093,23.17,19.1,0.755
20874,1.092,22.78,18.39,0.7390000000000001
20890,1.065,20.45,16.59,0.762
20891,1.03,20.9,15.63,0.726
20910,1.0,23.18,16.13,0.73
20911,0.97,21.6,12.98,0.62
21026,0.884,21.32,11.15,0.59
21027,0.914,21.77,12.27,0.62
21028,0.994,21.78,14.71,0.68
21029,1.01,21.8,16.06,0.73
21157,1.05,18.9,14.72,0.74
21158,0.83,16.71,9.11,0.657
21166,1.08,19.88,13.82,0.643
21167,1.1,22.91,17.02,0.6759999999999999
21190,0.94,19.64,12.28,0.67
21191,1.02,21.96,15.2,0.76
21192,0.88,17.6,8.3,0.54
21214,1.01,22.1,14.55,0.66
21319,1.101,21.32,18.2,0.775
21321,1.094,21.75,18.26,0.767
21322,1.098,20.96,17.89,0.777
21344,1.1,21.08,16.31,0.703
21345,1.04,23.54,17.94,0.727
21346,1.04,14.3,7.47,0.502
21347,1.1,18.44,14.51,0.715
21348,1.08,20.56,15.78,0.711
21349,1.05,22.65,17.34,0.7290000000000001
21350,1.02,12.61,5.27,0.427
21351,1.09,18.33,14.42,0.7240000000000001
21389,0.92,19.1,10.8,0.62
21396,0.79,10.77,4.06,0.5
21397,0.8,14.96,4.78,0.44
21398,0.87,18.81,7.4,0.48
21399,0.82,16.67,5.51,0.44
21401,0.7,14.33,4.23,0.42
21521,0.96,17.5,11.1,0.629
21524,0.97,16.5,11.2,0.644
21525,1.03,17.6,13.5,0.742
21526,0.95,17.0,11.5,0.6829999999999999
21541,1.06,20.14,15.23,0.71
21542,1.08,20.82,16.3,0.72
21543,1.08,21.71,17.51,0.75
21544,1.06,20.39,15.46,0.72
