Ref_ID,Simulation_Voc,Simulation_Jsc,Simulation_PCE,Simulation_FF
4380,1.021819,28.458890000000004,20.19359,0.6944188
4381,1.021819,28.458890000000004,20.19359,0.6944188
4382,1.021819,28.458890000000004,20.19359,0.6944188
4384,1.021819,28.458890000000004,20.19359,0.6944188
4513,1.022387,29.00568,20.50515,0.691456
4586,1.022534,29.14615,20.58835,0.6908162
4587,1.022534,29.14615,20.58835,0.6908162
4914,1.008514,25.56311,20.08283,0.7789858
4915,1.008514,25.56311,20.08283,0.7789858
4961,1.000125,27.33463,18.91321,0.6918272
5029,1.029146,31.1894,25.75042,0.8022325
5033,1.029146,31.1894,25.75042,0.8022325
5037,1.029146,31.1894,25.75042,0.8022325
5045,1.029146,31.1894,25.75042,0.8022325
5053,1.029146,31.1894,25.75042,0.8022325
5351,1.022387,29.00568,20.50515,0.691456
5560,1.022215,28.83835,20.40725,0.6922641
5675,0.9928413,24.74303,18.64868,0.7591284
5676,0.9928413,24.74303,18.64868,0.7591284
5681,0.9928413,24.74303,18.64868,0.7591284
5682,1.010245,24.8702,19.13086,0.7614272
5686,1.010245,24.8702,19.13086,0.7614272
5687,1.010245,24.8702,19.13086,0.7614272
5760,1.023015,29.47142,23.98863,0.7956503
5848,1.022215,28.83835,20.40725,0.6922641
5849,1.022215,28.83835,20.40725,0.6922641
5851,1.022215,28.83835,20.40725,0.6922641
5852,1.022215,28.83835,20.40725,0.6922641
5853,1.022215,28.83835,20.40725,0.6922641
5854,1.022215,28.83835,20.40725,0.6922641
5934,1.02199,28.62159,20.28508,0.6934836
6211,1.022387,29.00568,20.50515,0.691456
6520,1.008252,25.35528,19.92244,0.7793009
6521,1.008252,25.35528,19.92244,0.7793009
6523,1.008252,25.35528,19.92244,0.7793009
6526,1.008252,25.35528,19.92244,0.7793009
6527,1.008252,25.35528,19.92244,0.7793009
6528,1.008252,25.35528,19.92244,0.7793009
6530,1.008252,25.35528,19.92244,0.7793009
6728,1.015774,29.81257,23.96735,0.7914499
6752,1.024879,29.21146,23.91837,0.7989241
6753,1.024879,29.21146,23.91837,0.7989241
6756,1.024879,29.21146,23.91837,0.7989241
6757,1.024879,29.21146,23.91837,0.7989241
6759,1.024879,29.21146,23.91837,0.7989241
6760,1.024879,29.21146,23.91837,0.7989241
6761,1.024879,29.21146,23.91837,0.7989241
6762,1.024879,29.21146,23.91837,0.7989241
6892,1.024787,29.852690000000003,24.2416,0.7923994
6918,1.022387,29.00568,20.50515,0.691456
6919,1.022387,29.00568,20.50515,0.691456
6920,1.022387,29.00568,20.50515,0.691456
6923,1.022387,29.00568,20.50515,0.691456
7018,1.013005,24.87931,18.64739,0.7398919
7019,1.013005,24.87931,18.64739,0.7398919
7022,1.013005,24.87931,18.64739,0.7398919
7023,1.013005,24.87931,18.64739,0.7398919
7137,1.022341,29.689190000000004,24.1692,0.7962846
7145,1.022215,28.83835,20.40725,0.6922641
7146,1.022215,28.83835,20.40725,0.6922641
7147,1.022215,28.83835,20.40725,0.6922641
7148,1.022215,28.83835,20.40725,0.6922641
7149,1.022215,28.83835,20.40725,0.6922641
7150,1.022215,28.83835,20.40725,0.6922641
7203,1.022215,28.83835,20.40725,0.6922641
7204,1.022215,28.83835,20.40725,0.6922641
7225,1.021488,28.141820000000003,20.01644,0.6963078
7226,1.021488,28.141820000000003,20.01644,0.6963078
7227,1.021488,28.141820000000003,20.01644,0.6963078
7480,1.014687,29.5191,23.02853,0.7688311
7482,1.017303,30.80581,24.58326,0.7844346
7483,1.017303,30.80581,24.58326,0.7844346
7484,1.017303,30.80581,24.58326,0.7844346
7485,1.017303,30.80581,24.58326,0.7844346
7486,1.017303,30.80581,24.58326,0.7844346
7487,1.017303,30.80581,24.58326,0.7844346
7488,1.017303,30.80581,24.58326,0.7844346
7497,1.011054,24.19104,17.31235,0.707827
7548,1.026305,32.53803,26.39254,0.790339
7549,1.026305,32.53803,26.39254,0.790339
7552,1.026305,32.53803,26.39254,0.790339
7642,1.00889,25.86545,20.31344,0.7784305
7644,1.00889,25.86545,20.31344,0.7784305
7645,1.00889,25.86545,20.31344,0.7784305
7764,1.022387,29.00568,20.50515,0.691456
7765,1.022387,29.00568,20.50515,0.691456
7766,1.022387,29.00568,20.50515,0.691456
7767,1.022387,29.00568,20.50515,0.691456
7768,1.022387,29.00568,20.50515,0.691456
8023,1.022387,29.00568,20.50515,0.691456
8024,1.022387,29.00568,20.50515,0.691456
8032,1.019893,29.348540000000003,21.51348,0.7187365
8033,1.019893,29.348540000000003,21.51348,0.7187365
8034,1.019893,29.348540000000003,21.51348,0.7187365
8058,1.025959,32.14859,26.08852,0.7909654
8087,1.022387,29.00568,20.50515,0.691456
8088,1.022387,29.00568,20.50515,0.691456
8089,1.022387,29.00568,20.50515,0.691456
8166,1.021488,28.141820000000003,20.01644,0.6963078
8167,1.021488,28.141820000000003,20.01644,0.6963078
8168,1.021488,28.141820000000003,20.01644,0.6963078
8178,1.01101,26.42493,18.6969,0.6998425
8179,1.01101,26.42493,18.6969,0.6998425
8180,1.01101,26.42493,18.6969,0.6998425
8181,1.01101,26.42493,18.6969,0.6998425
8182,1.01101,26.42493,18.6969,0.6998425
8198,1.022387,29.00568,20.50515,0.691456
8200,1.022387,29.00568,20.50515,0.691456
8201,1.022387,29.00568,20.50515,0.691456
8254,1.022387,29.00568,20.50515,0.691456
8330,1.022215,28.83835,20.40725,0.6922641
8331,1.022215,28.83835,20.40725,0.6922641
8332,1.022215,28.83835,20.40725,0.6922641
8454,1.01791,28.89447,20.62023,0.701083
8514,1.008514,25.56311,20.08283,0.7789858
8755,1.008883,25.89771,20.33669,0.7783557
8756,1.022215,28.83835,20.40725,0.6922641
8757,1.022215,28.83835,20.40725,0.6922641
8766,1.02303,29.48507,24.00032,0.7956582
8767,1.02303,29.48507,24.00032,0.7956582
8768,1.02303,29.48507,24.00032,0.7956582
8769,1.02303,29.48507,24.00032,0.7956582
8770,1.02303,29.48507,24.00032,0.7956582
8771,1.02303,29.48507,24.00032,0.7956582
8772,1.02303,29.48507,24.00032,0.7956582
8773,1.02303,29.48507,24.00032,0.7956582
8819,1.018238,28.52629,22.93809,0.7897011
8831,0.9870708,27.839170000000003,20.65021,0.7514845
8832,0.9870708,27.839170000000003,20.65021,0.7514845
8849,1.026294,32.48895,26.36185,0.7906212
8850,1.012749,28.37834,22.18332,0.7718589
8852,1.016388,30.78645,23.95479,0.7655492
8853,1.013257,26.861200000000004,20.53947,0.7546475
8854,1.025542,34.14321,24.39239,0.6966213
8969,1.022387,29.00568,20.50515,0.691456
8970,1.022387,29.00568,20.50515,0.691456
9062,1.022387,29.00568,20.50515,0.691456
9066,1.022387,29.00568,20.50515,0.691456
9080,1.022387,29.00568,20.50515,0.691456
9090,1.021488,28.141820000000003,20.01644,0.6963078
9093,1.022387,29.00568,20.50515,0.691456
9094,1.022387,29.00568,20.50515,0.691456
9097,1.021488,28.141820000000003,20.01644,0.6963078
9098,1.021488,28.141820000000003,20.01644,0.6963078
9099,1.021488,28.141820000000003,20.01644,0.6963078
9100,1.021488,28.141820000000003,20.01644,0.6963078
9101,1.021488,28.141820000000003,20.01644,0.6963078
9106,1.022387,29.00568,20.50515,0.691456
9107,1.022387,29.00568,20.50515,0.691456
9108,1.022387,29.00568,20.50515,0.691456
9110,1.022387,29.00568,20.50515,0.691456
9111,1.022387,29.00568,20.50515,0.691456
9112,1.022387,29.00568,20.50515,0.691456
9113,1.022387,29.00568,20.50515,0.691456
9114,1.022387,29.00568,20.50515,0.691456
9115,1.022387,29.00568,20.50515,0.691456
9224,1.021717,28.36072,20.1389,0.6950052
9225,1.021717,28.36072,20.1389,0.6950052
9289,1.040379,33.80746,26.2743,0.7470112
9291,1.040379,33.80746,26.2743,0.7470112
9294,1.040379,33.80746,26.2743,0.7470112
9785,1.022387,29.00568,20.50515,0.691456
9786,1.022387,29.00568,20.50515,0.691456
9787,1.022387,29.00568,20.50515,0.691456
9868,1.022387,29.00568,20.50515,0.691456
9870,1.022387,29.00568,20.50515,0.691456
9916,1.022387,29.00568,20.50515,0.691456
9919,1.022387,29.00568,20.50515,0.691456
9920,1.022387,29.00568,20.50515,0.691456
9955,1.02199,28.62159,20.28508,0.6934836
9956,1.02199,28.62159,20.28508,0.6934836
10238,1.022387,29.00568,20.50515,0.691456
10239,1.022387,29.00568,20.50515,0.691456
10243,1.022387,29.00568,20.50515,0.691456
10248,1.022387,29.00568,20.50515,0.691456
10598,1.000203,26.42689,20.59497,0.7791606
10599,1.000203,26.42689,20.59497,0.7791606
10600,1.000203,26.42689,20.59497,0.7791606
10601,1.000203,26.42689,20.59497,0.7791606
10602,1.000203,26.42689,20.59497,0.7791606
10603,1.000203,26.42689,20.59497,0.7791606
10627,1.013257,26.861200000000004,20.53947,0.7546475
10628,1.013257,26.861200000000004,20.53947,0.7546475
10667,1.022215,28.83835,20.40725,0.6922641
10785,1.022387,29.00568,20.50515,0.691456
11012,1.022387,29.00568,20.50515,0.691456
11106,1.021717,28.36072,20.1389,0.6950052
11141,1.010367,28.14007,19.73405,0.694084
11142,1.010367,28.14007,19.73405,0.694084
11143,1.010367,28.14007,19.73405,0.694084
11144,1.010367,28.14007,19.73405,0.694084
11226,1.022534,29.14615,20.58835,0.6908162
11236,1.022387,29.00568,20.50515,0.691456
11257,1.022215,28.83835,20.40725,0.6922641
11258,1.008925,25.89772,20.33582,0.7782901
11260,1.008925,25.89772,20.33582,0.7782901
11270,1.022215,28.83835,20.40725,0.6922641
11271,1.022215,28.83835,20.40725,0.6922641
11272,1.022215,28.83835,20.40725,0.6922641
11273,1.022215,28.83835,20.40725,0.6922641
11274,1.022215,28.83835,20.40725,0.6922641
11275,1.022215,28.83835,20.40725,0.6922641
11313,1.022215,28.83835,20.40725,0.6922641
11397,0.9848352,20.84531,14.78747,0.720314
11398,1.010367,28.14007,19.73405,0.694084
11399,1.030334,31.50027,22.55789,0.6950344
11400,1.030825,24.64694,18.03213,0.7097393
11730,1.012143,27.98179,21.89041,0.7729233
11733,1.012143,27.98179,21.89041,0.7729233
11737,1.012143,27.98179,21.89041,0.7729233
11738,1.012143,27.98179,21.89041,0.7729233
11740,1.012143,27.98179,21.89041,0.7729233
11741,1.012143,27.98179,21.89041,0.7729233
11765,1.022215,28.83835,20.40725,0.6922641
11766,1.022215,28.83835,20.40725,0.6922641
11772,1.026225,32.44604,26.32153,0.7905088
11773,1.026225,32.44604,26.32153,0.7905088
11802,1.021616,28.21039,22.98819,0.7976423
11804,1.021616,28.21039,22.98819,0.7976423
11805,1.021616,28.21039,22.98819,0.7976423
11981,1.022387,29.00568,20.50515,0.691456
11982,1.022387,29.00568,20.50515,0.691456
12000,1.023159,29.627910000000004,24.1101,0.7953436
12001,1.023159,29.627910000000004,24.1101,0.7953436
12002,1.023159,29.627910000000004,24.1101,0.7953436
12032,1.022387,29.00568,20.50515,0.691456
12054,1.021973,27.52222,19.61529,0.6973837
12055,1.023063,33.61426,23.24702,0.6759918
12056,0.9977122,21.37243,15.34639,0.7196925
12079,1.014116,31.07882,21.25933,0.6745239
12454,1.02199,28.62159,20.28508,0.6934836
12455,1.02199,28.62159,20.28508,0.6934836
12501,1.02199,28.62159,20.28508,0.6934836
12639,1.008514,25.56311,20.08283,0.7789858
12640,1.008514,25.56311,20.08283,0.7789858
12818,1.022387,29.00568,20.50515,0.691456
12820,1.022215,28.83835,20.40725,0.6922641
12912,1.003414,27.252,20.52311,0.7505239
13147,1.022215,28.83835,20.40725,0.6922641
13148,1.022215,28.83835,20.40725,0.6922641
13198,0.976258,26.99597,18.47931,0.7011682
13200,0.976258,26.99597,18.47931,0.7011682
13201,0.976258,26.99597,18.47931,0.7011682
13204,0.976258,26.99597,18.47931,0.7011682
13246,1.022387,29.00568,20.50515,0.691456
13312,1.022387,29.00568,20.50515,0.691456
13411,1.022387,29.00568,20.50515,0.691456
13413,1.022387,29.00568,20.50515,0.691456
13414,1.022387,29.00568,20.50515,0.691456
13456,1.023319,33.12357,22.95186,0.6771264
13457,1.023319,33.12357,22.95186,0.6771264
13460,1.023319,33.12357,22.95186,0.6771264
13461,1.023319,33.12357,22.95186,0.6771264
13462,1.023319,33.12357,22.95186,0.6771264
13464,1.023319,33.12357,22.95186,0.6771264
13480,1.029256,32.9634,26.88252,0.7923454
13481,1.029256,32.9634,26.88252,0.7923454
13500,1.005508,26.76153,20.95688,0.7788075
13501,1.005508,26.76153,20.95688,0.7788075
13917,1.021665,28.310340000000004,20.1113,0.6953228
13919,1.021665,28.310340000000004,20.1113,0.6953228
14030,1.02858,33.15417,26.88943,0.7885066
14038,1.02858,33.15417,26.88943,0.7885066
14092,1.00669,25.8408,20.21537,0.7771051
14093,1.00669,25.8408,20.21537,0.7771051
14102,1.021717,28.36072,20.1389,0.6950052
14156,0.9981159,25.09379,19.16511,0.7651811
14208,0.9844378,28.7457,21.243,0.7506799
14298,1.022387,29.00568,20.50515,0.691456
14299,1.022387,29.00568,20.50515,0.691456
14979,1.022387,29.00568,20.50515,0.691456
14980,1.022387,29.00568,20.50515,0.691456
14981,1.022387,29.00568,20.50515,0.691456
15048,1.022387,29.00568,20.50515,0.691456
15051,1.022387,29.00568,20.50515,0.691456
15052,1.022387,29.00568,20.50515,0.691456
15053,1.022387,29.00568,20.50515,0.691456
15054,1.022387,29.00568,20.50515,0.691456
15060,1.022215,28.83835,20.40725,0.6922641
15097,1.012162,29.315710000000003,20.28205,0.683536
15101,1.012162,29.315710000000003,20.28205,0.683536
15102,1.012162,29.315710000000003,20.28205,0.683536
15110,1.012162,29.315710000000003,20.28205,0.683536
15112,1.012162,29.315710000000003,20.28205,0.683536
15114,1.012162,29.315710000000003,20.28205,0.683536
15178,1.021179,25.43315,18.37337,0.7074356
15180,1.021179,25.43315,18.37337,0.7074356
15183,1.021179,25.43315,18.37337,0.7074356
15184,1.021179,25.43315,18.37337,0.7074356
15185,1.021179,25.43315,18.37337,0.7074356
15186,1.021179,25.43315,18.37337,0.7074356
15187,1.021179,25.43315,18.37337,0.7074356
15188,1.021179,25.43315,18.37337,0.7074356
15189,1.021179,25.43315,18.37337,0.7074356
15190,1.021179,25.43315,18.37337,0.7074356
15191,1.021179,25.43315,18.37337,0.7074356
15192,1.021179,25.43315,18.37337,0.7074356
15195,1.021179,25.43315,18.37337,0.7074356
15196,1.021179,25.43315,18.37337,0.7074356
15614,1.021488,28.141820000000003,20.01644,0.6963078
15616,1.030928,31.10111,25.45164,0.7938009
15837,1.0218,28.43821,20.18331,0.6945831
15838,1.0218,28.43821,20.18331,0.6945831
15839,1.0218,28.43821,20.18331,0.6945831
15840,1.0218,28.43821,20.18331,0.6945831
15841,1.0218,28.43821,20.18331,0.6945831
15842,1.0218,28.43821,20.18331,0.6945831
15845,1.0218,28.43821,20.18331,0.6945831
15847,1.0218,28.43821,20.18331,0.6945831
15848,1.0218,28.43821,20.18331,0.6945831
15849,1.0218,28.43821,20.18331,0.6945831
15850,1.0218,28.43821,20.18331,0.6945831
15851,1.0218,28.43821,20.18331,0.6945831
16106,1.030334,31.50027,22.55789,0.6950344
16107,1.030334,31.50027,22.55789,0.6950344
16108,1.030334,31.50027,22.55789,0.6950344
16109,1.030334,31.50027,22.55789,0.6950344
16140,1.022215,28.83835,20.40725,0.6922641
16141,1.022215,28.83835,20.40725,0.6922641
16143,1.022215,28.83835,20.40725,0.6922641
16144,1.022215,28.83835,20.40725,0.6922641
16145,1.022215,28.83835,20.40725,0.6922641
16146,1.022215,28.83835,20.40725,0.6922641
16147,1.022215,28.83835,20.40725,0.6922641
16148,1.022215,28.83835,20.40725,0.6922641
16355,1.022387,29.00568,20.50515,0.691456
16356,1.022387,29.00568,20.50515,0.691456
16358,1.022387,29.00568,20.50515,0.691456
16359,1.022387,29.00568,20.50515,0.691456
16360,1.022387,29.00568,20.50515,0.691456
16382,1.022215,28.83835,20.40725,0.6922641
16383,1.022215,28.83835,20.40725,0.6922641
16384,1.022215,28.83835,20.40725,0.6922641
16399,0.9974107,26.53547,20.00299,0.7557778
16400,0.9974107,26.53547,20.00299,0.7557778
16401,0.9974107,26.53547,20.00299,0.7557778
16402,0.9974107,26.53547,20.00299,0.7557778
16403,0.9787413,22.8167,16.65493,0.7457991
16404,0.9974107,26.53547,20.00299,0.7557778
16487,1.009279,25.39676,19.97757,0.7793868
16540,1.022765,29.20046,23.77536,0.7960887
16629,1.013443,27.02394,21.31883,0.7784228
16630,1.013443,27.02394,21.31883,0.7784228
16631,1.013443,27.02394,21.31883,0.7784228
16648,1.022534,29.14615,20.58835,0.6908162
16649,1.022534,29.14615,20.58835,0.6908162
16653,1.022215,28.83835,20.40725,0.6922641
16654,1.022215,28.83835,20.40725,0.6922641
16755,1.022387,29.00568,20.50515,0.691456
16756,1.022387,29.00568,20.50515,0.691456
16762,1.018264,24.91084,19.72057,0.7774466
16763,1.013704,26.36169,20.7661,0.7770884
16778,1.021665,28.310340000000004,20.1113,0.6953228
16779,1.021665,28.310340000000004,20.1113,0.6953228
16861,1.022387,29.00568,20.50515,0.691456
16893,1.022387,29.00568,20.50515,0.691456
17142,1.022387,29.00568,20.50515,0.691456
17143,1.008514,25.56311,20.08283,0.7789858
17144,1.008514,25.56311,20.08283,0.7789858
17145,1.008514,25.56311,20.08283,0.7789858
17255,1.022387,29.00568,20.50515,0.691456
17256,1.022387,29.00568,20.50515,0.691456
17257,1.022387,29.00568,20.50515,0.691456
17258,1.022387,29.00568,20.50515,0.691456
17259,1.022387,29.00568,20.50515,0.691456
17766,0.9805867,24.96598,18.9024,0.7721154
17767,1.022444,32.79146,26.44637,0.7887978
17768,1.028832,31.68245,25.84456,0.7928771
17769,1.022444,32.79146,26.44637,0.7887978
17771,1.027392,31.04256,25.31867,0.7938662
17772,1.016154,25.18566,19.98211,0.7807797
17869,1.022387,29.00568,20.50515,0.691456
17871,1.022387,29.00568,20.50515,0.691456
17873,1.022387,29.00568,20.50515,0.691456
17874,1.022387,29.00568,20.50515,0.691456
17875,1.022387,29.00568,20.50515,0.691456
17885,1.022387,29.00568,20.50515,0.691456
17886,1.022387,29.00568,20.50515,0.691456
17887,1.022387,29.00568,20.50515,0.691456
17888,1.022387,29.00568,20.50515,0.691456
18010,0.9284115,15.24628,10.81777,0.7642463
18011,0.9598721,20.03467,14.53282,0.7557082
18013,1.022387,29.00568,20.50515,0.691456
18064,0.983199,23.6822,17.52851,0.7528033
18066,1.0113,28.00493,21.88459,0.7727235
18067,1.0113,28.00493,21.88459,0.7727235
18069,1.0113,28.00493,21.88459,0.7727235
18070,1.0113,28.00493,21.88459,0.7727235
18113,1.023319,33.12357,22.95186,0.6771264
18131,1.02199,28.62159,20.28508,0.6934836
18133,0.9848352,20.84531,14.78747,0.720314
18135,1.009046,29.46186,20.52538,0.6904309
18136,1.010988,27.13156,19.12466,0.6972253
18137,1.022504,32.99923,22.90987,0.6789747
18164,1.006625,30.99111,23.85246,0.7645896
18166,1.006625,30.99111,23.85246,0.7645896
18171,1.013999,32.57761,25.12539,0.7605991
18173,1.013999,32.57761,25.12539,0.7605991
18174,1.013999,32.57761,25.12539,0.7605991
18175,1.009991,23.09525,16.6443,0.7135518
18176,1.009991,23.09525,16.6443,0.7135518
18177,1.009991,23.09525,16.6443,0.7135518
18178,1.009991,23.09525,16.6443,0.7135518
18179,1.009991,23.09525,16.6443,0.7135518
18192,1.00529,28.540460000000003,21.5598,0.7514367
18233,1.021488,28.141820000000003,20.01644,0.6963078
18235,1.021488,28.141820000000003,20.01644,0.6963078
18360,1.022387,29.00568,20.50515,0.691456
18362,1.022387,29.00568,20.50515,0.691456
18363,1.022387,29.00568,20.50515,0.691456
18364,1.022387,29.00568,20.50515,0.691456
18365,1.022387,29.00568,20.50515,0.691456
18367,1.022387,29.00568,20.50515,0.691456
18368,1.022387,29.00568,20.50515,0.691456
18425,1.011445,27.36333,21.43674,0.7745466
18456,1.02199,28.62159,20.28508,0.6934836
18457,1.02199,28.62159,20.28508,0.6934836
18459,1.02199,28.62159,20.28508,0.6934836
18547,1.0017,27.72342,21.42116,0.7713626
18548,1.0017,27.72342,21.42116,0.7713626
18591,1.022215,28.83835,20.40725,0.6922641
18592,1.022215,28.83835,20.40725,0.6922641
18855,1.013405,26.98732,20.62722,0.7542199
18897,1.0218,28.43821,20.18331,0.6945831
18973,1.0256,31.74255,25.77408,0.7917048
18974,1.0256,31.74255,25.77408,0.7917048
18975,1.0256,31.74255,25.77408,0.7917048
19092,1.022387,29.00568,20.50515,0.691456
19094,1.022387,29.00568,20.50515,0.691456
